iter	Logloss
223	0.1202606878
224	0.1202097883
225	0.1201507586
226	0.1201032908
227	0.1200398264
228	0.1199803451
229	0.1199307534
230	0.1198602207
231	0.1198089594
232	0.1197696806
233	0.1196981042
234	0.119635544
235	0.1195870802
236	0.1195417478
237	0.1194446572
238	0.1194017419
239	0.1193392682
240	0.1192750523
241	0.1192350168
242	0.1191727898
243	0.1191324582
244	0.1190774543
245	0.1190107478
246	0.1189678274
247	0.1189170127
248	0.1188578195
249	0.1188072923
250	0.1187360896
251	0.1186901949
252	0.118649507
253	0.1185834572
254	0.1185502775
255	0.1184711506
256	0.1184313561
257	0.1183828905
258	0.1183360171
259	0.1183011397
260	0.1182576621
261	0.1182059527
262	0.118172404
263	0.1181137812
264	0.1180846174
265	0.1180359858
266	0.1179768614
267	0.1179391642
268	0.1178617014
269	0.1178253448
270	0.1177691706
271	0.1177200943
272	0.1176756632
273	0.1176474218
274	0.117587499
275	0.1175263483
276	0.1174652039
277	0.1174393549
278	0.1173953533
279	0.117339312
280	0.1172947767
281	0.1172304488
282	0.1171629994
283	0.117107618
284	0.1170674778
285	0.1170070111
286	0.1169546213
287	0.1168814349
288	0.1168299607
289	0.1167719671
290	0.1167181789
291	0.1166612143
292	0.1166227303
293	0.1165669612
294	0.1165130903
295	0.1164507536
296	0.1163890482
297	0.116366793
298	0.116304161
299	0.1162647197
300	0.1162121547
301	0.1161389664
302	0.1160773402
303	0.1160179135
304	0.1159678011
305	0.1159416246
306	0.1158988842
307	0.115846929
308	0.1157931287
309	0.1157419936
310	0.1156988353
311	0.1156508614
312	0.1155818992
313	0.1155272263
314	0.1154830012
315	0.1154312258
316	0.115382026
317	0.1153330977
318	0.1152712773
319	0.1152088007
320	0.1151472941
321	0.1151026603
322	0.1150643206
323	0.1150080932
324	0.1149542054
325	0.1149177677
326	0.1148600983
327	0.114793642
328	0.1147525523
329	0.1146824929
330	0.1146409784
331	0.1145853245
332	0.1145615938
333	0.1145165813
334	0.1144840658
335	0.1144361496
336	0.1143831561
337	0.1143321493
338	0.1142968827
339	0.1142541686
340	0.114201971
341	0.1141600193
342	0.1140966407
343	0.1140584149
344	0.1140016306
345	0.113966963
346	0.113905901
347	0.1138628734
348	0.1138150399
349	0.1137551423
350	0.1136991224
351	0.1136512846
352	0.1136276954
353	0.1135845252
354	0.113549395
355	0.1134993247
356	0.113454239
357	0.1133776511
358	0.1133488242
359	0.1132882067
360	0.1132409414
361	0.1131973376
362	0.1131713068
363	0.1131424513
364	0.1130923082
365	0.1130614463
366	0.1130232362
367	0.1129733054
368	0.1129385107
369	0.112886031
370	0.1128395296
371	0.1127917054
372	0.1127417518
373	0.1126969663
374	0.1126378246
375	0.1125784908
376	0.1125436782
377	0.1125094888
378	0.1124661315
379	0.1124295433
380	0.1123825839
381	0.1123226086
382	0.1122539311
383	0.1122195494
384	0.1121777677
385	0.1121458939
386	0.1120945694
387	0.1120530691
388	0.112000297
389	0.1119747146
390	0.1119381153
391	0.1118982848
392	0.1118441275
393	0.1118131915
394	0.1117757144
395	0.1117188354
396	0.1116429014
397	0.1116197348
398	0.1115862476
399	0.111551202
400	0.1115117339
401	0.1114622437
402	0.1114033861
403	0.1113610315
404	0.1113099589
405	0.1112420432
406	0.1112083881
407	0.1111585525
408	0.1111130366
409	0.1110690768
410	0.1110271199
411	0.1109712514
412	0.1109343539
413	0.1108787214
414	0.1108534035
415	0.1108001619
416	0.1107595045
417	0.11072065
418	0.1106636497
419	0.1106184669
420	0.1105887413
421	0.1105475191
422	0.1104869768
423	0.1104572415
424	0.1104039918
425	0.1103743338
426	0.1103368136
427	0.1103073099
428	0.1102690299
429	0.1102158972
430	0.1101848016
431	0.1101460798
432	0.1100919088
433	0.1100427491
434	0.1099907336
435	0.1099274102
436	0.1098787821
437	0.1098432982
438	0.1098069254
439	0.1097646186
440	0.1097069407
441	0.1096746732
442	0.1096209785
443	0.1095710801
444	0.1095499227
445	0.1095138145
446	0.1094856928
447	0.1094444638
448	0.1093869409
449	0.1093521636
450	0.1093105488
451	0.1092783308
452	0.1092405622
453	0.1092049438
454	0.109163976
455	0.1091266925
456	0.1091016038
457	0.1090259527
458	0.1089643849
459	0.1089194186
460	0.1088801442
461	0.1088246467
462	0.1087877152
463	0.108753636
464	0.1087363389
465	0.1086963253
466	0.1086331491
467	0.1085965886
468	0.1085634393
469	0.1085209079
470	0.1084947615
471	0.1084408996
472	0.1083932909
473	0.1083523951
474	0.1083185449
475	0.1082870733
476	0.1082662668
477	0.1082281508
478	0.1081611556
479	0.1081056561
480	0.1080509281
481	0.108005638
482	0.1079740978
483	0.107943724
484	0.1079254482
485	0.1078727019
486	0.1078271957
487	0.1077695277
488	0.1077329317
489	0.1076810888
490	0.1076406833
491	0.1076079648
492	0.1075695265
493	0.1075504832
494	0.107519011
495	0.1074720329
496	0.1074226154
497	0.1073804152
498	0.1073307589
499	0.1072836674
500	0.1072452724
501	0.1072247112
502	0.1071990488
503	0.1071644846
504	0.1071457488
505	0.1071229513
506	0.1070758827
507	0.1070368711
508	0.1070027178
509	0.106967343
510	0.106921145
511	0.1068804661
512	0.1068523538
513	0.1068227511
514	0.1067835423
515	0.1067518913
516	0.1066966251
517	0.106653829
518	0.106610715
519	0.1065666624
520	0.1065301259
521	0.1064842313
522	0.1064312133
523	0.1063713222
524	0.1063287144
525	0.1063113691
526	0.1062681926
527	0.1062181192
528	0.1061879669
529	0.1061630125
530	0.106118129
531	0.1060753846
532	0.1060218913
533	0.1059981105
534	0.1059717489
535	0.1059423919
536	0.1059036144
537	0.105871028
538	0.105845906
539	0.1058075443
540	0.1057763523
541	0.1057375835
542	0.1057020395
543	0.1056697838
544	0.1056327741
545	0.1056064628
546	0.1055827877
547	0.1055425697
548	0.1055026831
549	0.1054683028
550	0.1054159704
551	0.1053754888
552	0.1053356484
553	0.1053021295
554	0.1052597729
555	0.1052019951
556	0.1051646531
557	0.1051239011
558	0.1050996857
559	0.1050685115
560	0.1050346496
561	0.1050136652
562	0.1049787999
563	0.1049424554
564	0.104912915
565	0.1048640542
566	0.1048201332
567	0.1047810118
568	0.1047362288
569	0.1046983326
570	0.1046646469
571	0.1046251796
572	0.1046027362
573	0.1045679021
574	0.1045507121
575	0.1045174011
576	0.1044921556
577	0.1044673609
578	0.1044351265
579	0.1044074763
580	0.1043753346
581	0.104335951
582	0.104303619
583	0.104259655
584	0.1042158923
585	0.1041903206
586	0.1041439645
587	0.1041016726
588	0.1040465381
589	0.10399458
590	0.1039718507
591	0.1039513781
592	0.1039155179
593	0.1038769602
594	0.1038374278
595	0.1037964197
596	0.1037651776
597	0.1037387356
598	0.1036830032
599	0.1036558511
600	0.1036251642
601	0.103594754
602	0.1035721709
603	0.1035399898
604	0.1035041449
605	0.1034716325
606	0.103439304
607	0.1034062793
608	0.1033676299
609	0.1033361758
610	0.1032905437
611	0.1032631413
612	0.1032338212
613	0.1032084654
614	0.1031673383
615	0.1031470022
616	0.103094891
617	0.1030485995
618	0.1029977698
619	0.1029570605
620	0.1029429019
621	0.1029018807
622	0.1028555917
623	0.1028316415
624	0.1027938327
625	0.1027636486
626	0.1027352201
627	0.1026922038
628	0.1026651881
629	0.1026389633
630	0.1026002242
631	0.1025623751
632	0.1025206671
633	0.1024826483
634	0.1024513511
635	0.1024053194
636	0.1023580127
637	0.1023287441
638	0.1022835325
639	0.102253276
640	0.1022256012
641	0.1021802364
642	0.1021483945
643	0.1021022376
644	0.1020744157
645	0.1020224195
646	0.1019794199
647	0.1019412638
648	0.1019071911
649	0.1018698179
650	0.1018400712
651	0.1018007572
652	0.1017753657
653	0.1017449904
654	0.1016980065
655	0.1016731151
656	0.1016323931
657	0.1015959801
658	0.1015648439
659	0.1015466094
660	0.1015039222
661	0.1014560383
662	0.1014201802
663	0.101370531
664	0.1013300901
665	0.1013034084
666	0.101257822
667	0.1012321062
668	0.10121253
669	0.1011801121
670	0.1011378728
671	0.1010962336
672	0.1010743219
673	0.1010433197
674	0.1010131208
675	0.1009829509
676	0.1009565348
677	0.1009020298
678	0.1008676453
679	0.1008486135
680	0.100819537
681	0.1007789304
682	0.1007519879
683	0.1007208736
684	0.1006829191
685	0.1006608965
686	0.1006096185
687	0.1005826323
688	0.1005517588
689	0.1005189712
690	0.1004978353
691	0.100472438
692	0.1004465335
693	0.1004069192
694	0.1003798572
695	0.1003537713
696	0.1002976724
697	0.1002587817
698	0.1002329257
699	0.1002002535
700	0.1001791577
701	0.1001478743
702	0.1001091546
703	0.1000860199
704	0.1000447673
705	0.100022977
706	0.09997958126
707	0.09996042805
708	0.09991638471
709	0.09988691641
710	0.09985360069
711	0.09982932544
712	0.09979650494
713	0.09976478388
714	0.09973706023
715	0.09970867125
716	0.09967957739
717	0.09963461209
718	0.09960601488
719	0.09956573396
720	0.09953913077
721	0.09950302916
722	0.09946608832
723	0.09943159512
724	0.09939674499
725	0.09935575201
726	0.09932656817
727	0.09928406339
728	0.09925056465
729	0.09921981113
730	0.09918364724
731	0.09916144384
732	0.09912543816
733	0.09910081693
734	0.09906972484
735	0.09904605776
736	0.09901390118
737	0.0989938521
738	0.09895966229
739	0.09892870292
740	0.09890411472
741	0.09886667015
742	0.09884848063
743	0.09880891597
744	0.09878047012
745	0.09874041574
746	0.09872261012
747	0.09869197507
748	0.09865854574
749	0.09863482759
750	0.09860028873
751	0.09857148258
752	0.09852971573
753	0.09850620161
754	0.09848515263
755	0.09846332025
756	0.09843026429
757	0.09839680515
758	0.09836268519
759	0.09832179311
760	0.09828966986
761	0.09825494628
762	0.09822961296
763	0.09820163229
764	0.09816923395
765	0.098141108
766	0.09811945774
767	0.09809325002
768	0.09805623881
769	0.09801889041
770	0.09798589883
771	0.09794781687
772	0.0979223063
773	0.09788267937
774	0.09785176797
775	0.09781387951
776	0.09778801732
777	0.0977587262
778	0.09771926949
779	0.09767331184
780	0.09763792199
781	0.09760400932
782	0.09758457914
783	0.09754706099
784	0.09751927434
785	0.09748562191
786	0.09745037959
787	0.0974288554
788	0.09739590557
789	0.09735759727
790	0.09732585588
791	0.09729503778
792	0.09727251272
793	0.09724376332
794	0.09720568957
795	0.09718363083
796	0.09714660334
797	0.09712760424
798	0.09707952682
799	0.09705925969
800	0.09702979558
801	0.09700486813
802	0.09696491841
803	0.09694547002
804	0.09691187445
805	0.09687686875
806	0.09685948628
807	0.09683381926
808	0.09681019812
809	0.0967861292
810	0.09674957314
811	0.09670948604
812	0.09667755134
813	0.09663043217
814	0.09658742817
815	0.09656718663
816	0.09654525954
817	0.09650736355
818	0.09648001949
819	0.09644594109
820	0.09640389635
821	0.09638630845
822	0.09635339326
823	0.09633172614
824	0.09630414576
825	0.09626505194
826	0.09622572503
827	0.09617869476
828	0.0961401356
829	0.09611499801
830	0.09608273419
831	0.09604781122
832	0.09602136284
833	0.09598277412
834	0.09594864113
835	0.09590056284
836	0.09586346181
837	0.09583183593
838	0.09580147532
839	0.09578398684
840	0.09575480324
841	0.09572761203
842	0.09569608362
843	0.09566287187
844	0.09562517017
845	0.09558689087
846	0.09556776294
847	0.0955542672
848	0.0955205273
849	0.09548780573
850	0.0954612181
851	0.09540272181
852	0.09537184581
853	0.0953379641
854	0.09530372864
855	0.0952626613
856	0.09524256055
857	0.09521632448
858	0.0951991004
859	0.09517970991
860	0.09515528136
861	0.09511605041
862	0.09508626075
863	0.09506781646
864	0.0950400542
865	0.09499700263
866	0.09496758383
867	0.09494015864
868	0.09492429807
869	0.09490408334
870	0.09487294873
871	0.09484597622
872	0.09480548261
873	0.09477229184
874	0.09474207865
875	0.09470453218
876	0.09468424957
877	0.09464374726
878	0.09462701911
879	0.09459611048
880	0.09456852578
881	0.09454346479
882	0.09452009462
883	0.09447034002
884	0.09444317059
885	0.09440560647
886	0.09437339854
887	0.09433536626
888	0.09430304452
889	0.09427458429
890	0.09425831976
891	0.09423428746
892	0.09421713291
893	0.09419486244
894	0.094172278
895	0.09414937362
896	0.09411579784
897	0.09408239847
898	0.09405199012
899	0.0940238039
900	0.09401050618
901	0.09398915488
902	0.09396253084
903	0.09392058057
904	0.09388010167
905	0.09386253283
906	0.09382579204
907	0.09379628894
908	0.09378217228
909	0.09375727244
910	0.09371747745
911	0.09368885401
912	0.09367205936
913	0.09364626106
914	0.09362090662
915	0.09360403954
916	0.09358060021
917	0.09355545416
918	0.09352816987
919	0.09350085208
920	0.09347046113
921	0.09343133854
922	0.09340177691
923	0.09338596683
924	0.09336406021
925	0.09334252316
926	0.09330918643
927	0.0932818441
928	0.093243237
929	0.09321020815
930	0.09319012404
931	0.09316218451
932	0.09312672934
933	0.09310966291
934	0.0930916102
935	0.09305645305
936	0.09302508259
937	0.09300184419
938	0.09296365294
939	0.09294324999
940	0.09289827765
941	0.09284889877
942	0.09282150402
943	0.09279463765
944	0.09276102489
945	0.09273286532
946	0.09270165298
947	0.09268304147
948	0.09265499041
949	0.09263221809
950	0.09259992429
951	0.09258237495
952	0.09255421492
953	0.09252996018
954	0.09251211927
955	0.09248084434
956	0.09243553671
957	0.09239190474
958	0.09235891406
959	0.09233065618
960	0.0923036376
961	0.09226409674
962	0.09223943411
963	0.09221551645
964	0.09219190294
965	0.09215438642
966	0.09208843573
967	0.09205656885
968	0.09202713036
969	0.09201097898
970	0.09198816711
971	0.0919543016
972	0.0919285574
973	0.0918880277
974	0.09186199299
975	0.09182365545
976	0.09179531031
977	0.09177154206
978	0.09172966577
979	0.09170682071
980	0.09167850598
981	0.09165592643
982	0.09162338272
983	0.09160520464
984	0.09156436823
985	0.09154139579
986	0.09152633562
987	0.09148578883
988	0.09144159042
989	0.09142795699
990	0.09141435245
991	0.09138426357
992	0.09136882297
993	0.09133855163
994	0.09131239458
995	0.09128989509
996	0.09127163206
997	0.09124691253
998	0.09122328588
999	0.09119649561
